简单	点	点	null	后	-1	2
喜欢	外	null	null	外观	1	5
牺牲	机	屏	null	机身	1	1
清楚	清楚	啊	null	清	1	1
深入	功能	功能	null	功能	1	3
值得	高	高	null	高	1	3
支持	货	null	null	货	1	3
满意	照片	null	null	照片	1	3
不错	相机	不错	null	总体	1	1
蒙蒙	照片	null	null	拍	-1	1
银色	null	中	null	中	1	2
好用	说	null	null	说	1	2
清晰	图像	像	null	大	1	1
出色	相机	成像	null	相机	1	2
清楚	很多	null	null	很多	1	2
直觉	机	卡片机	null	佳	1	1
不错	外	不错	null	错	1	2
实惠	相	null	null	实惠	1	2
问题	题	问题	null	质	-1	14
痛快	感	快	null	手	1	1
太好	了	null	太	null	1	3
方便	粗	null	null	手	1	3
麻烦	null	麻烦	null	null	-1	1
适用	功能	功能	null	功能	1	2
多余	液晶屏	边	null	液晶屏	-1	1
支持	拍	全	null	全	1	1
耐看	小	小	null	小	1	3
追踪	货	快	null	手	-1	1
故障	故障	null	null	null	-1	1
喜欢	null	2	null	null	1	1
满足	了	null	null	null	1	1
问题	产品	问题	null	佳	-1	2
漂亮	相机	null	null	相机	1	8
期望	高	高	太	高	1	1
清楚	相	很清	null	很	1	3
好玩	功能	功能	null	很多	1	2
推荐	机	机子	null	推荐	1	2
没法	拍	拍照	null	拍	-1	1
漂亮	null	null	null	很	1	53
清晰	null	清晰	太	清	1	2
正常	null	null	null	null	1	1
不错	相	不错	null	效果	1	6
方便	使用	感	太	使用	1	3
要紧	过	null	null	很	-1	3
一贯	相	null	null	佳	1	2
清楚	相	null	null	相	1	4
不好	电	感	null	感	-1	1
饱满	null	null	null	颜色	1	1
认可	null	null	null	很	1	1
好使	品牌	null	null	佳	1	1
不错	过	不错	null	错	1	1
实惠	了	null	null	实惠	1	1
竟然	了	null	null	月	-1	7
清晰	拍	很清	null	处	1	3
完美	相机	模式	模式	佳	1	1
清晰	短片	清晰	null	清	1	2
好评	吧	null	null	佳	1	1
出色	相机	拍照	null	佳	1	2
考虑	货	null	null	货	1	2
无语	了	null	null	null	-1	2
银色	null	2	null	null	1	4
简单	简单	null	null	用	-1	7
假货	货	null	null	货	-1	2
清晰	相	很清	null	很	1	10
舒服	操作	舒服	null	操作	1	2
秀气	相	小	null	长	1	1
信得过	大	大	null	佳	1	1
好看	薄	null	null	薄	1	1
当然	了	null	null	价	1	1
实际	null	null	null	用	1	1
解决	了	问题	null	问题	1	2
无敌	null	像	null	的	1	1
宝石	很正	null	null	颜色	1	2
放心	null	放心	null	放心	1	18
效率	货	高	null	高	1	3
提升	null	null	null	质	1	1
优秀	null	null	null	总体	1	1
适用	使用	null	null	使用	1	1
友善	操作	null	null	操作	1	1
学习	null	中	null	中	1	1
仇恨	null	null	null	null	-1	1
好评	null	null	null	null	1	9
缺点	大	点	缺点	大	-1	21
误导	null	null	null	null	-1	6
搞活	点	点	null	配	1	1
不到	套餐	null	null	买	-1	1
出人意料	照片	电	下	使用	1	2
确实	色彩	色彩	null	很	1	3
过关	过	null	null	质	1	1
厚道	null	null	null	D	1	1
经得起	使用	null	null	使用	1	1
不错	照片	成像	null	效果	1	2
值得	null	null	null	赖	1	15
简单	简单	下	下	下	-1	1
实用	null	null	null	用	1	32
要好	品牌	成像	null	品牌	1	1
快捷	摄像	像	null	摄像	1	2
熟悉	null	null	null	手	1	1
十全	null	全	null	全	1	1
好用	null	啊	null	很	1	1
问题	题	问题	null	型号	-1	1
愉快	null	快	null	很	1	2
地震	后	null	null	后	-1	4
出人意料	差	差	时	感	1	1
后悔	了	null	null	后	-1	2
喜欢	null	null	null	手	1	1
不出	感	感	null	手	-1	1
问题	电	问题	null	电脑	-1	2
绚丽	外	null	null	外观	1	3
方便	携	null	null	携	1	75
不错	东西	不错	null	错	1	21
不错	感	成像	null	错	1	2
支持	拍	拍摄	拍摄	拍	1	2
圆通	点	点	null	点	1	1
喜欢	null	null	null	佳	1	13
后悔	后	null	null	买	-1	2
不错	null	不错	null	佳	1	8
傻瓜	null	null	null	null	-1	3
顶用	null	null	null	用	1	2
服务	服务	null	null	null	1	4
景观	null	null	null	微	1	3
蒙蒙	照片	null	null	照片	-1	1
简单	相机	null	null	使用	-1	1
不错	高	高	拍摄	高	1	7
遗憾	小	点	null	小	-1	2
有用	高	高	null	高	1	4
不错	卡	不错	null	错	1	2
问题	题	问题	null	问题	-1	33
基本	null	null	null	用	1	2
好用	小	快	太	小	1	2
关注	机	null	null	关	1	1
操心	null	null	null	null	1	1
不错	感	像	null	像素	1	1
便宜	点	点	null	点	1	8
货真价实	货	null	null	货	1	6
进步	大	大	null	大	1	7
大量	大	大	null	使用	1	1
正式	使用	null	null	使用	1	2
不错	相机	成像	null	使用	1	1
优惠	null	null	null	买	1	1
推荐	null	null	null	推荐	1	6
简略	说	null	null	说	1	2
红色	null	null	null	红色	1	3
适合	null	null	null	颜色	1	1
清楚	高	高	null	高	1	1
大寿	大	大	null	大	1	2
正宗	null	null	null	null	1	6
亮点	大	点	null	大	1	2
缺点	点	点	缺点	点	-1	826
取消	null	null	null	null	-1	7
一波三折	null	啊	null	null	-1	1
不错	拍	不错	null	错	1	2
银色	货	null	null	行	1	2
广大	大	点	null	大	1	1
不错	卡	点	null	佳	1	1
傻瓜	相机	功能	null	相机	-1	1
模糊	相	大	null	大	-1	1
活泼	null	null	null	颜色	1	3
实惠	可以	null	null	实惠	1	1
删除	相	麻烦	null	相	-1	1
方便	了	null	null	null	1	2
刚刚	货	null	null	货	1	1
奖励	null	null	null	null	1	1
理想	屏幕	屏	null	效果	1	2
不错	小	不错	null	大	1	1
丢人	null	啊	null	null	-1	3
满意	产品	null	null	很	1	1
好用	按键	null	null	用	1	3
不错	了	不错	时	错	1	1
不错	小	不错	null	小	1	1
最新	吧	null	null	吧	1	1
如实	功能	功能	null	功能	1	1
悲哀	null	啊	null	null	-1	3
最高	机	高	null	高	1	2
后悔	后	null	null	手	-1	2
不错	事	不错	null	错	1	3
保证	null	null	null	质	1	1
较好	外	null	null	外观	1	1
满足	相	null	null	相	1	2
漂亮	选	null	null	的	1	1
满意	相	null	null	质	1	1
不错	null	成像	null	效果	1	13
便宜	卡	啊	null	卡	1	1
足够	了	广角	null	广角	1	1
宝宝	相	null	null	相	1	1
便于	使用	null	null	使用	1	2
无奈	null	null	null	null	-1	3
优势	null	null	null	价格	1	3
强劲	电	强	null	强	1	1
优点	点	点	下	下	1	2
轻便	相机	小	null	相机	1	2
不错	卡	点	null	总体	1	1
动人	了	对焦	太	说	1	1
够了	拍	null	null	拍	-1	3
不错	吧	不错	null	错	1	7
完美	null	null	null	null	1	2
清晰	null	成像	null	质	1	1
不错	相机	不错	null	佳	1	6
效率	null	null	null	东	1	1
注意	大	大	时	使用	1	2
失望	点	点	null	点	-1	2
不错	品牌	不错	null	品牌	1	1
漂亮	机	机子	null	机	1	1
较好	操作	操作比	null	操作	1	1
作为	卡	null	null	卡	1	8
简单	简单	null	null	使用	-1	9
合当	机	null	null	使用	1	2
便宜	null	null	null	颜色	1	5
人为	事	null	null	嘛	-1	1
清晰	摄像	像	null	高	1	4
可惜	null	null	null	黑色	-1	1
高速	高	高	null	高	1	2
滚蛋	蛋	null	null	东	-1	2
不错	时	不错	时	错	1	3
超级	功能	功能	null	棒	1	3
承受	null	null	null	价格	-1	2
迟钝	点	点	null	反	-1	3
好看	货	null	null	货	1	1
真实	色彩	色彩	null	很	1	1
提高	高	高	null	高	1	1
喜欢	事	null	null	很	1	8
不好	null	null	null	的	-1	2
清楚	拍	很清	null	拍	1	5
保证	null	null	null	佳	1	2
忽略	小	点	缺点	小	-1	2
清晰	屏幕	屏	null	屏	1	3
便捷	小	小	null	小	1	1
稳重	重	色彩	null	佳	1	1
出乎	点	点	null	点	-1	1
好看	null	null	null	很	1	6
强大	功能	很强	null	大	1	3
足够	鸟	null	null	用	1	4
不好	光	null	null	g	-1	2
适用	null	null	null	用	1	11
看中	了	中	null	中	1	1
合适	套餐	null	null	合适	1	3
帮助	高	成像	null	高	1	2
倾向	卡	下	下	下	1	2
真正	地方	null	地方	显示	1	2
不好	镜头	null	null	镜头	-1	2
好用	小	小	null	小	1	3
足够	啦	null	null	用	1	1
怎么样	相机	null	null	佳	-1	1
方便	差	差	null	差	1	1
满意	拍	拍摄	拍摄	拍	1	1
实用	模式	模式	拍摄	模式	1	1
放心	了	放心	null	放心	1	2
倒灶	事	null	null	皮	-1	3
不错	外形	不错	null	错	1	4
增值	null	null	null	null	1	2
进步	货	大	null	大	1	1
推荐	高	高	null	高	1	1
支持	拍	2	拍摄	下	1	2
太好	null	啊	太	null	1	4
确实	null	null	null	手	1	3
下降	下	下	下	下	-1	1
好用	机	机子	null	很	1	1
保护	null	null	null	null	1	2
了然	了	null	null	null	1	3
清晰	话	清晰	null	话	1	13
便于	机	小	null	机身	1	3
不错	外	不错	null	外观	1	26
好玩	慢	null	null	慢	1	3
哈哈	过	很清	null	很	1	6
满意	拍	拍摄	拍摄	效果	1	1
基本	大	大	null	大	1	1
赠品	null	null	null	null	1	6
创意	相机	小	null	相机	1	1
失望	大	大	null	大	-1	1
正确	模式	模式	模式	模式	1	1
便宜	可以	null	null	便宜	1	1
当然	相机	null	null	相机	1	2
信心	相机	null	null	佳	1	1
时尚	大	时尚	时	大	1	4
优点	很多	点	优点	很多	1	1
方便	null	null	null	看	1	2
追踪	行	null	null	行	-1	3
喜欢	了	null	null	很	1	1
喜欢	null	啊	null	null	1	1
可惜	卡	null	null	卡	-1	3
仔细	包	null	null	包	1	2
偷偷	小	小	null	小	-1	1
桃花	点	点	null	焦	1	1
信得过	过	null	null	null	1	3
亮丽	相机	夜拍	null	相机	1	1
和谐	null	null	null	价格	1	2
实惠	实惠	null	null	总体	1	1
要好	品牌	null	null	品牌	1	1
贴近	null	null	null	null	1	2
丢掉	了	null	null	null	-1	2
花心	null	null	null	很	-1	3
上当	了	感	null	感	-1	2
方便	null	null	null	拿着	1	6
清晰	相机	清晰	null	相机	1	1
不错	拍	拍摄	拍摄	错	1	23
清楚	清楚	很清	null	很	1	4
满意	色彩	色彩	null	很	1	1
轻巧	巧	null	null	佳	1	1
便宜	null	null	null	质	1	2
飞快	机	快	null	速度	1	2
信赖	可以	null	null	佳	1	1
漂亮	外	null	null	外观	1	57
满意	null	null	null	很	1	37
保证	后	null	null	后	1	2
关注	了	null	null	佳	1	3
人性	机	卡片机	null	人性	1	4
不好	拍	null	null	拍	-1	1
舒服	null	舒服	null	很	1	4
好用	null	不错	null	错	1	2
当然	了	null	null	效果	1	3
适用	null	null	null	很	1	1
大好	大	大	null	大	1	1
方便	点	点	null	点	1	2
不错	感	不错	null	手	1	9
稳定	图像	像	null	稳	1	3
严重	严	null	null	重	-1	1
下陷	下	下	下	下	-1	1
技术	题	问题	null	问题	1	1
小心	小	播放	时	小	1	1
基本	null	null	null	null	1	2
眼尖	null	null	null	看	1	1
满足	可以	像	null	像素	1	1
清晰	照片	清晰	null	照片	1	14
郁闷	点	点	null	闷	-1	2
漂亮	过	null	null	很	1	1
靓丽	null	null	null	靓	1	1
齐全	东西	全	null	全	1	4
通用	行	null	null	行	1	4
中心	说	问题	null	中	1	1
漂亮	小	小	null	外观	1	1
不错	机	机器	null	错	1	2
有种	感	感	null	感	1	1
喜欢	null	null	null	很	1	78
参加	了	null	null	佳	1	1
多数	大	大	下	下	1	1
看重	重	null	null	佳	1	3
低端	机	低	null	低	-1	2
合适	小	屏	null	大	1	8
哈哈	拍	null	null	拍	1	1
难	大	点	null	大	-1	1
变通	null	null	null	null	1	1
华丽	null	null	null	看	1	1
艺术	null	null	null	null	1	2
正常	使用	null	null	使用	1	3
哈哈	试	null	null	试	1	1
不错	功能	功能	时	行	1	1
支持	相机	null	时	相机	1	1
流畅	拍	null	null	拍	1	7
强大	功能	功能	null	大	1	27
坚硬	硬	屏	null	说	-1	1
绚丽	机	色彩	null	机身	1	1
模糊	屏幕	屏	null	感	-1	1
不错	感	不错	null	总体	1	6
放心	null	放心	null	佳	1	1
漂亮	机	设计	null	机身	1	1
相当	相	感	null	手	1	1
简单	简单	null	null	简单	-1	9
弹性	大	大	太	大	1	3
满意	说	null	null	说	1	2
确实	可以	null	null	null	1	1
汗颜	相机	null	null	相机	-1	1
伤	机	机器	null	机器	-1	2
方便	小	小	null	携	1	2
不错	使用	不错	null	使用	1	4
精良	null	null	null	做工	1	1
增值	了	null	null	null	1	1
小巧	相机	小	null	相机	1	20
不到	机	开机	null	拍	-1	2
马虎	吧	null	null	吧	-1	2
郁闷	null	null	null	很	-1	6
问题	题	问题	null	用	-1	2
值得	null	null	null	佳	1	12
亮点	机	点	null	佳	1	1
作为	机	卡片机	null	卡	1	1
方便	卡	null	null	存储	1	1
适合	了	全	null	全	1	1
资源	null	null	null	能	1	1
适合	null	null	null	手	1	1
较好	相机	null	null	佳	1	2
阳光	照片	下	下	下	1	1
不错	时	不错	时	佳	1	1
适合	null	null	null	轻	1	1
不好	时	null	时	的	-1	1
低价	null	低	null	低	1	1
满意	张	null	null	张	1	1
银色	金属	很强	null	强	1	2
突出	点	点	null	点	1	3
发挥	大	大	时	大	1	1
奢望	了	null	null	null	1	2
合适	合适	像	null	像素	1	1
方便	拍	拍照	时	拍	1	2
改进	镜头	null	null	镜头	1	2
出色	拍	拍摄	拍摄	拍	1	1
注意	点	点	null	点	1	1
好看	外	null	null	外观	1	11
怎么样	电	电	时	时间	-1	2
不好	null	null	太	价格	-1	1
显贵	了	null	null	贵	1	2
合用	吧	null	null	吧	1	2
方便	事	null	null	null	1	1
正规	包	null	null	包	1	1
舒服	屏幕	屏	null	屏	1	3
圆润	小	小	null	小	1	1
喜欢	null	null	null	超级	1	2
可惜	null	null	null	null	-1	1
足够	了	null	null	性能	1	1
担心	按键	null	null	多少	-1	3
简便	使用	null	null	使用	1	1
清晰	照片	像	null	摄像	1	2
模糊	感	模糊	null	感	-1	1
不错	大	不错	null	大	1	4
大众	大	大	null	使用	1	3
问题	相机	问题	null	佳	-1	4
简便	null	null	null	用	1	1
不错	产品	不错	null	错	1	5
麻烦	null	边	太	null	-1	2
清晰	电	很清	null	电脑	1	1
良好	null	null	null	效果	1	1
细致	null	null	null	做工	1	1
激动	null	null	null	哦	-1	1
不错	说	不错	null	错	1	21
人民	了	null	null	null	1	2
赠送	卡	像	null	卡	1	1
无奈	拍	拍摄	拍摄	拍	-1	2
嘻嘻	null	null	null	null	1	1
不错	相机	成像	null	相机	1	2
奸商	了	null	null	null	-1	2
符合	null	null	null	null	1	1
有限	选	null	null	错	-1	2
方便	话	点	null	感	1	1
好用	null	null	null	手	1	1
好用	null	null	太	用	1	1
够了	功能	功能	null	功能	-1	1
摆设	null	null	null	null	-1	3
怎么样	null	null	null	性能	-1	2
兴奋	后	null	null	手	1	1
要好	CD	成像	null	效果	1	1
服务	明显	null	null	东	1	1
感谢	感	感	null	感	1	2
清晰	屏幕	屏	太	屏	1	3
好多	了	null	null	使用	1	1
缺少	感	感	null	质感	-1	2
超好	null	null	null	null	1	1
适合	小	小	null	小	1	2
好用	感	感	null	感	1	3
问题	拍	问题	null	拍	-1	1
怎么样	后	null	null	后	-1	2
亮点	点	像	null	点	1	1
不好	说	啊	null	说	-1	1
耽搁	时	null	时	时间	-1	3
口碑	相机	null	null	佳	1	1
对手	大	大	null	大	-1	1
清楚	拍	null	null	拍	1	1
支持	机	null	null	机	1	1
有趣	null	null	null	很	1	4
增强	拍	拍摄	拍摄	效果	1	1
舒心	了	null	null	用	1	1
银色	null	null	null	的	1	1
好用	大	大	null	大	1	2
发红	点	拍摄	时	拍	-1	2
问题	了	问题	null	东	-1	1
值得	null	null	null	推荐	1	8
全新	开	全	null	全	1	1
有效	可以	像	null	像素	1	2
提升	大	大	null	大	1	1
不到	月	null	null	价	-1	2
清楚	清楚	像	null	清	1	3
便宜	功能	像	null	高	1	1
重要	重	null	null	重	1	1
好评	SONY	null	null	SONY	1	2
挖掘	null	中	null	中	-1	1
经验	null	null	null	错	1	3
赠送	卡	null	null	存储	1	1
模糊	张	模糊	null	张	-1	1
佳品	外	null	null	佳	1	2
较好	感	感	null	手	1	4
可惜	null	null	null	买	-1	1
限制	高	高	太	高	-1	1
正常	相机	null	null	相机	1	1
失误	时	自动	时	时候	-1	2
当然	题	问题	null	做工	1	1
稳定	null	null	null	稳	1	2
不到	货	小	时	小	-1	1
保护	膜	null	null	null	1	1
好看	外壳	图	null	颜色	1	1
艳丽	色彩	色彩	null	色彩	1	10
漂亮	相	null	null	哦	1	2
喜欢	null	null	null	null	1	32
称号	携	null	null	携	1	2
适合	外形	大	null	大	1	1
便宜	null	中	null	中	1	2
适合	null	null	null	用	1	23
满意	null	null	null	的	1	2
奖品	null	null	null	买	1	3
精细	null	null	null	做工	1	2
小巧	小	中	null	中	1	2
喜欢	机	机子	null	机	1	1
优异	优异	null	null	质	1	2
不好	按键	设计	null	设计	-1	1
满意	null	null	null	整体	1	3
精致	null	null	null	做工	1	14
足够	null	null	null	用	1	2
轻便	null	null	null	效果	1	1
长处	拍	快	null	长	1	1
逊色	机	感	null	机身	-1	2
麻烦	货	麻烦	太	货	-1	3
喜欢	null	null	null	颜色	1	17
喜欢	机	null	null	机身	1	1
实用	null	啊	null	用	1	1
不错	功能	连拍	null	错	1	2
无语	货	边	null	货	-1	3
强大	大	大	null	大	1	7
主动	相机	null	null	相机	1	1
小巧	小	小	null	外观	1	9
简单	功能	功能	null	功能	-1	1
绿色	了	像	null	效果	1	1
方便	外	null	null	很	1	1
不到	写	啊	null	价	-1	3
实惠	蛋	null	null	实惠	1	3
值得	机	null	null	品牌	1	1
不错	电	不错	null	性能	1	1
不到	电	啊	null	充电	-1	2
满意	null	null	null	总体	1	1
难	null	null	null	颜色	-1	1
竟然	包	null	null	包	-1	1
居然	大	大	null	大	-1	2
不错	null	清晰	null	错	1	2
不好	线	成像	时	的	-1	2
简易	操作	null	null	操作	1	1
关注	了	null	null	很	1	1
支持	高	高	时	高	1	1
灰蒙蒙	拍	感	null	拍	-1	2
完美	了	屏	null	加	1	2
小气	小	小	null	小	-1	5
优势	null	null	null	优	1	1
道理	null	2	null	null	1	3
要好	感	感	null	h	1	1
清晰	照片	很清	null	效果	1	4
刚刚	了	null	null	买	1	1
复杂	操作	null	null	复杂	-1	1
鬼子	小	小	null	小	-1	1
砍下	下	下	下	下	-1	2
逼真	色彩	色彩	null	色彩	1	1
遗憾	相机	null	null	相机	-1	1
完好	外	null	null	外观	1	1
鲜亮	过	null	null	红色	1	1
小巧	机	开机	null	中	1	1
信赖	可以	null	null	赖	1	1
方便	携	null	null	佳	1	1
保障	大	大	null	大	1	1
清晰	相机	像	null	高	1	1
艳丽	null	null	null	颜色	1	1
不错	null	成像	null	错	1	26
满意	货	null	null	货	1	1
厉害	后	null	null	价格	-1	3
优点	点	点	优点	吧	1	2
漂亮	外	null	null	null	1	1
便宜	了	null	null	便宜	1	9
风格	null	null	null	风格	1	2
不错	感	不错	null	错	1	32
信得过	过	null	null	东	1	1
丰富	功能	功能	null	中	1	3
无耻	null	null	null	的	-1	1
实用	相机	小	null	相机	1	1
节能	null	null	null	很	1	1
清楚	相机	很清	null	中	1	2
取消	了	屏	null	屏	-1	2
太好	null	null	太	null	1	4
不错	色彩	不错	null	错	1	6
喜欢	行	null	null	行	1	2
便宜	大	大	null	大	1	1
怀疑	点	点	null	点	-1	3
自然	相机	电	null	电脑	1	1
品味	null	null	null	null	1	1
一如既往	null	null	null	质	1	1
可惜	货	null	null	货	-1	1
强悍	机	很强	null	强	1	3
基本	话	电	null	电脑	1	1
清楚	清楚	null	null	清	1	8
轻便	色彩	色彩	null	轻	1	1
精巧	小	小	null	小	1	1
改进	相	大	null	大	1	1
信得过	大	大	null	大	1	1
合适	合适	null	null	合适	1	13
赠品	null	null	null	的	1	2
便宜	null	null	null	用	1	2
方便	null	null	null	很	1	6
感谢	了	感	null	感	1	1
竟然	张	连拍	时	拍	-1	2
刚刚	null	中	null	中	1	1
人性	了	null	null	人性	1	6
赠送	了	null	null	null	1	1
精致	外	null	null	外观	1	2
强大	大	很强	null	大	1	8
斑点	点	点	斑点	点	-1	4
改进	null	null	null	null	1	1
上当	后	null	null	后	-1	1
齐全	相机	全	null	相机	1	1
公允	null	null	null	照	1	1
不好	货	null	null	货	-1	1
问题	题	问题	null	买	-1	1
推荐	啦	null	null	推荐	1	1
保护	套餐	屏	null	推荐	1	3
优秀	null	成像	null	质	1	1
严重	卡	点	噪点	拍	-1	1
满意	行	null	null	行	1	2
失望	了	null	null	null	-1	2
好感	感	啊	null	感	1	1
便宜	null	null	null	很	1	1
感冒	感	感	null	佳	-1	1
大型	货	大	null	大	1	3
活动	null	null	null	买	-1	1
通病	机	卡片机	null	大	-1	1
讲究	说	null	null	手	1	1
不错	拍	2	null	效果	1	3
适中	null	中	null	中	1	9
方便	简单	null	null	简单	1	2
真实	null	null	null	价	1	1
保证	null	放心	null	放心	1	1
傻瓜	null	null	null	很	-1	1
头晕	高	像	时	高	-1	2
帮助	外	null	null	null	1	2
可靠	null	null	null	性能	1	1
问题	相机	问题	null	相机	-1	2
满足	使用	全	下	使用	1	1
不错	拍	拍照	null	佳	1	1
实用	焦	变焦	null	焦	1	3
提升	电	电	null	能力	1	2
拥有	焦	变焦	null	焦	1	3
熟悉	null	null	null	买	1	1
质疑	张	中	null	中	-1	1
天才	下	下	下	下	1	2
不错	防抖	不错	null	效果	1	1
适应	null	中	null	中	1	4
不错	机	高	下	下	1	3
清楚	暗	很清	地方	拍	1	1
好不	null	null	null	买	-1	1
精致	null	null	null	精	1	23
十足	感	感	null	塑料	1	1
补充	null	null	null	null	1	14
清晰	简单	清晰	null	质	1	1
增加	了	null	null	加	1	1
上佳	了	null	null	佳	1	1
精良	null	null	null	很	1	1
想像	null	像	null	中	1	1
人性	null	null	null	人性	1	3
惊讶	单	null	null	处	-1	1
基本	null	不错	null	错	1	1
系统	线	成像	时	很	1	2
正好	小	大	null	大	1	3
优点	点	点	缺点	点	1	1
柔和	null	null	null	处	1	1
好看	null	null	null	用	1	2
小巧	小	点	null	小	1	3
较好	素	像	null	像素	1	1
想像	null	像	null	的	1	1
发誓	相机	感	null	相机	-1	1
烦恼	高	高	太	高	-1	1
随便	拍	null	null	拍	-1	2
通知	null	null	null	null	1	3
便宜	null	null	null	便宜	1	33
可惜	单	null	null	反	-1	1
小巧	卡	小	null	佳	1	2
费劲	导航键	null	null	null	-1	3
不到	null	null	null	用	-1	2
基本	相机	null	null	相机	1	4
精准	光	曝光	null	精	1	2
惊喜	null	null	null	能	1	1
保护	屏幕	屏	null	屏	1	1
没法	相	素	null	效果	-1	1
不错	吧	不错	null	总体	1	3
发热	相机	点	null	相机	-1	3
相反	相	快	null	反	-1	1
不错	东西	不错	null	佳	1	7
支持	功能	功能	null	功能	1	1
不错	null	不错	null	性能	1	2
值得	东西	null	null	很	1	4
便宜	相机	null	null	相机	1	1
便宜	null	null	null	价	1	9
简易	操作	null	null	很	1	2
笑话	货	null	null	货	-1	1
郁闷	了	null	太	价格	-1	6
误导	null	null	null	佳	-1	1
保证	说	null	null	说	1	2
不便	男生	null	null	手	-1	2
适合	使用	null	null	使用	1	22
稳定	null	null	null	佳	1	1
后悔	后	null	null	后	-1	2
自然	卡	2	时	镜头	1	1
清晰	null	像	null	清	1	1
发抖	相机	null	null	相机	-1	1
好用	null	清晰	null	用	1	2
发掘	功能	功能	null	中	1	3
出乎	机	机器	null	小	-1	4
便宜	相机	null	null	行	1	1
细腻	感	成像	null	感	1	1
值得	null	null	null	手	1	5
在理	null	null	null	范围	1	1
动手	null	null	null	手	-1	2
鲜艳	拍	图	null	拍	1	2
关注	可以	null	null	买	1	3
节能	过	null	null	很	1	1
便宜	null	像	null	便宜	1	3
恭维	null	成像	null	质	1	1
简陋	null	null	null	哦	-1	1
强大	相机	模式	拍摄	大	1	1
轻便	相机	null	null	相机	1	1
宝宝	null	2	null	null	1	3
确实	null	null	null	null	1	5
适合	外	null	null	null	1	1
策略	null	null	null	的	1	1
宝石	很正	null	null	很	1	2
兴隆	null	null	null	null	1	1
不习惯	小	不习惯	太	小	-1	1
喜欢	了	null	null	买	1	2
作为	了	null	null	用	1	1
问题	机	机器	null	机器	-1	2
一致	相机	屏	null	大	1	1
宝宝	相	null	null	买	1	2
合适	合适	null	null	佳	1	1
遗憾	点	点	null	点	-1	4
心仪	相机	null	null	佳	1	2
值得	呢	null	null	手	1	2
够了	了	null	null	用	-1	7
优惠	套装	null	null	买	1	2
实用	null	设置	null	用	1	1
快速	null	快	null	快	1	2
清晰	图片	清晰	null	照	1	2
系统	高	高	null	高	1	2
稳定	null	null	null	性能	1	1
合适	吧	null	null	吧	1	1
问题	地方	问题	地方	反	-1	1
便于	操作	null	null	操作	1	1
娱乐	了	像	null	像素	1	2
强大	功能	功能	null	行	1	2
掌握	巧	高	拍摄	高	1	3
有用	了	广角	null	用	1	2
垃圾	感	感	null	佳	-1	2
来得	null	null	null	买	1	1
优势	null	null	null	东	1	1
适合	小	小	null	手	1	1
及时	货	null	时	货	1	6
灵便	小	小	null	小	1	1
方便	拍	null	null	拍	1	2
靓丽	相机	null	null	相机	1	2
开心	开	null	null	很	1	3
支持	高	高	拍摄	高	1	1
伸缩	镜头	null	null	镜头	1	2
有种	相	感	null	感	1	1
不错	相	不错	null	错	1	14
随手	张	null	null	手	1	1
轻巧	巧	null	太	巧	1	1
犹豫	null	null	null	null	-1	1
霸道	外壳	null	null	外壳	-1	1
好使	null	null	null	null	1	2
时尚	外形	时尚	时	时尚	1	5
不错	了	不错	时	强	1	1
小心	小	大	时	大	1	3
一流	null	null	null	速度	1	1
不好	后	null	null	后	-1	2
不利	操作	null	null	操作	-1	1
足够	了	null	null	使用	1	1
方便	模式	模式	模式	模式	1	1
出色	了	null	太	null	1	2
不错	视频	2	null	错	1	4
便宜	说	null	null	说	1	1
问题	素	像	null	像素	-1	1
合适	合适	null	太	手	1	4
好看	机	图	null	外观	1	1
刚好	null	null	null	null	1	1
小巧	小	小	null	携	1	3
清晰	相	清晰	null	相	1	16
系统	null	null	null	的	1	2
详细	模式	模式	模式	模式	1	1
质优	null	null	null	质	1	1
专门	null	null	null	的	1	4
喜欢	null	null	null	g	1	2
银色	机	null	null	机	1	2
清晰	拍	很清	null	效果	1	2
清晰	CD	清晰	null	清	1	2
小巧	小	小	null	薄	1	5
难	null	啊	null	null	-1	1
看中	null	快	null	中	1	1
沟通	null	null	太	null	1	2
要好	拍	拍照	null	效果	1	2
平稳	拍	null	时	行	1	2
便宜	东西	null	null	东西	1	1
够了	了	null	null	使用	-1	1
满意	null	null	null	null	1	24
便宜	感	感	null	感	1	4
要好	焦	成像	null	效果	1	2
知名	品牌	null	null	品牌	1	1
简便	null	null	null	操控	1	1
污点	点	点	null	点	-1	3
好玩	功能	功能	null	功能	1	3
郁闷	点	点	null	感	-1	2
清晰	小	清晰	null	小	1	1
一贯	null	null	null	质	1	1
郁闷	了	null	null	闷	-1	7
好用	null	null	null	用	1	39
便宜	点	点	时	买	1	1
鲜亮	照片	null	null	效果	1	1
基本	货	null	null	货	1	1
清楚	素	像	null	像素	1	1
实际	拍	连拍	时	拍	1	1
值得	null	null	null	null	1	6
简单	简单	null	null	很	-1	4
喜欢	实物	null	null	看	1	1
动人	null	null	null	颜色	1	2
合适	了	null	null	合适	1	1
轻巧	巧	啊	null	手	1	1
经验	null	null	null	null	1	1
出错	焦	对焦	null	错	-1	1
惊喜	高	高	拍摄	高	1	1
天才	货	null	null	货	1	1
轻便	啦	null	null	轻	1	1
便宜	null	null	null	佳	1	1
较好	null	成像	null	null	1	1
不到	差	差	null	手	-1	2
耽误	事	null	null	null	-1	4
不错	了	啊	null	错	1	1
基本	素	像	null	像素	1	1
